image_path,class_id,x_min,y_min,x_max,y_max
dataset/images/train\001ca84e28488f7a.jpg,0.0,0.6551953125,0.4690374117647059,0.05812500000000009,0.09877699999999992
dataset/images/train\001ca84e28488f7a.jpg,0.0,0.847578125,0.38194941176470587,0.03562500000000002,0.049857999999999944
dataset/images/train\001ddeda193f5789.jpg,0.0,0.6006640625,0.8317202713864307,0.14312499999999995,0.11048199999999998
dataset/images/train\0021804a9f9d5db6.jpg,0.0,0.5711234166666667,0.519296875,0.2323810000000001,0.06000000000000005
dataset/images/train\0022fdfc1880d432.jpg,0.0,0.7273046875,0.7217708333333333,0.09999999999999998,0.09000000000000001
dataset/images/train\00234c09cb4fa8e3.jpg,0.0,0.5551171875,0.78817675,0.05437499999999995,0.055834000000000085
dataset/images/train\00234c09cb4fa8e3.jpg,0.0,0.8070703125,0.62505175,0.026249999999999996,0.025833999999999985
dataset/images/train\0023d0908e76c600.jpg,0.0,0.1719921875,0.7567190833333334,0.084375,0.06750000000000005
dataset/images/train\0023f6548005edf9.jpg,0.0,0.4668359375,0.7590895151515151,0.07687499999999997,0.03200800000000005
dataset/images/train\002519f868563098.jpg,0.0,0.2434765625,0.7518812518301611,0.09750000000000003,0.09943700000000004
dataset/images/train\002521102ecfac4c.jpg,0.0,0.5528645833333333,0.8366015625,0.081667,0.034375000000000044
dataset/images/train\0025288e6192dc18.jpg,0.0,0.4949609375,0.4927407364568082,0.14000000000000007,0.08536600000000001
dataset/images/train\002635f5f3dfd5b9.jpg,0.0,0.6586328125,0.8376591229868228,0.104375,0.09474600000000011
dataset/images/train\00272dd158c0663a.jpg,0.0,0.721015625,0.6553206862170088,0.08374999999999999,0.05253299999999987
dataset/images/train\002901d9d194c4fb.jpg,0.0,0.3024609375,0.5528649166666667,0.10750000000000001,0.12499999999999993
dataset/images/train\00293842c1405567.jpg,0.0,0.05867014341590613,0.7656245,0.119917,0.07968799999999998
dataset/images/train\0029cb5bf907f89e.jpg,0.0,0.5102734375,0.6829010614934115,0.12312500000000004,0.048779999999999976
dataset/images/train\002b11030ee89858.jpg,0.0,0.527578125,0.6861269326500733,0.03687499999999999,0.04408999999999993
dataset/images/train\002cff1919a39fe7.jpg,0.0,0.9401953125,0.6918229166666666,0.026249999999999996,0.0300000000000001
dataset/images/train\002d099996f3f443.jpg,0.0,0.4921875,0.8420794190981432,0.296875,0.046708999999999945
dataset/images/train\002e3bd6fea3828a.jpg,0.0,0.053515125,0.773828125,0.035938,0.035938000000000025
dataset/images/train\002f860e692757f7.jpg,0.0,0.246328125,0.9262509941434846,0.286875,0.09287100000000012
dataset/images/train\002fbf2de58da8b5.jpg,0.0,0.0929296875,0.21981250000000002,0.03875000000000001,0.018000000000000016
dataset/images/train\002fbf2de58da8b5.jpg,0.0,0.2132421875,0.5157499999999999,0.148125,0.08900000000000005
dataset/images/train\002fbf2de58da8b5.jpg,0.0,0.79375,0.3180625,0.0631250000000001,0.031000000000000007
dataset/images/train\0030164dc0dba5d9.jpg,0.0,0.51109375,0.6071354166666666,0.05625000000000002,0.045000000000000075
dataset/images/train\00366a52eec2943d.jpg,0.0,0.556953125,0.48421875,0.03687499999999999,0.025832999999999995
dataset/images/train\0039ac4bfb8bd69d.jpg,0.0,0.6599609375,0.7000003333333332,0.13875000000000004,0.043333000000000066
dataset/images/train\003a9e99a2753141.jpg,0.0,0.025390625,0.46668372413793097,0.0525,0.03442200000000004
dataset/images/train\003a9e99a2753141.jpg,0.0,0.498046875,0.791986,0.27749999999999997,0.08120000000000001
dataset/images/train\003df8cf2effae50.jpg,0.0,0.7578120625,0.6705730833333332,0.018554999999999988,0.03515600000000011
dataset/images/train\003f2728d2f8847e.jpg,0.0,0.5643359375,0.5365104166666667,0.01375000000000004,0.013332999999999892
dataset/images/train\003f2728d2f8847e.jpg,0.0,0.7514453125,0.6074475833333334,0.026249999999999996,0.020000000000000018
dataset/images/train\0043cd2a3de997a5.jpg,0.0,0.29109375000000004,0.4607953503649635,0.08624999999999997,0.07383200000000002
dataset/images/train\0043cd2a3de997a5.jpg,0.0,0.9603125,0.4861450583941606,0.078125,0.08037400000000003
dataset/images/train\0044535b6c092973.jpg,0.0,0.9254296875,0.7732291666666667,0.06874999999999998,0.038332999999999874
dataset/images/train\0045d88407bab692.jpg,0.0,0.1237890625,0.6697395833333334,0.04937499999999999,0.051666999999999984
dataset/images/train\00492e9dbaf3c2a1.jpg,0.0,0.14449218749999998,0.6593382264150943,0.11687499999999999,0.08695700000000005
dataset/images/train\00492e9dbaf3c2a1.jpg,0.0,0.980703125,0.35484496226415096,0.036250000000000004,0.01932299999999998
dataset/images/train\00493f6c61b373d3.jpg,0.0,0.6817578125,0.6295309166666666,0.1975,0.12333400000000012
dataset/images/train\0049ed70c1b2d480.jpg,0.0,0.0786328125,0.5515104166666668,0.01125000000000001,0.013332999999999892
dataset/images/train\0049ed70c1b2d480.jpg,0.0,0.1678125,0.6174475833333334,0.017499999999999988,0.018334
dataset/images/train\0049ed70c1b2d480.jpg,0.0,0.382421875,0.57671875,0.028749999999999998,0.02500000000000006
dataset/images/train\0049ed70c1b2d480.jpg,0.0,0.9767578125,0.6102600833333334,0.04249999999999998,0.034999999999999996
dataset/images/train\004abd1e49165b1c.jpg,0.0,0.321484375,0.7680614105571848,0.10562500000000002,0.04882599999999999
dataset/images/train\004abd1e49165b1c.jpg,0.0,0.9557421875,0.6473461348973607,0.08437500000000009,0.04601000000000003
dataset/images/train\004aebeb3dea697a.jpg,0.0,0.5020703125,0.7651033572474378,0.620625,0.46529099999999995
dataset/images/train\004be6e7ea1c7ff8.jpg,0.0,0.4190856875,0.7736606875,0.10130699999999998,0.0996729999999999
dataset/images/train\004be6e7ea1c7ff8.jpg,0.0,0.6638645625,0.5606044375,0.09640499999999996,0.09313700000000003
dataset/images/train\004ce6e46f66a306.jpg,0.0,0.339609375,0.8244449051878353,0.07437500000000002,0.04467400000000006
dataset/images/train\004ce6e46f66a306.jpg,0.0,0.6108203125,0.7436179964221824,0.05812499999999998,0.04238299999999998
dataset/images/train\004ce6e46f66a306.jpg,0.0,0.7967578125,0.7056761788908765,0.04249999999999998,0.03436399999999999
dataset/images/train\004ce6e46f66a306.jpg,0.0,0.9003515625,0.6660862701252236,0.03499999999999992,0.03092799999999998
dataset/images/train\004e03d45963728e.jpg,0.0,0.4329296875,0.7215892052785924,0.06937500000000002,0.025351999999999878
dataset/images/train\004e03d45963728e.jpg,0.0,0.8269921875,0.5133188269794722,0.02312499999999995,0.009389999999999985
dataset/images/train\004e5085b8127281.jpg,0.0,0.1880859375,0.76171875,0.04500000000000001,0.025832999999999995
dataset/images/train\004f138ad0d084ae.jpg,0.0,0.5051113016105417,0.63266775,0.327777,0.11728400000000005
dataset/images/train\004fddebf0ac943c.jpg,0.0,0.18005178260869564,0.4969921875,0.06263099999999999,0.02250000000000002
dataset/images/train\004fddebf0ac943c.jpg,0.0,0.7272315217391304,0.7617578125,0.12526100000000004,0.04249999999999998
dataset/images/train\004fddebf0ac943c.jpg,0.0,0.799185347826087,0.50171875,0.034099000000000004,0.02375000000000005
dataset/images/train\00541a1a33358591.jpg,0.0,0.359140625,0.8688541666666666,0.114375,0.06833300000000013
dataset/images/train\00541a1a33358591.jpg,0.0,0.6453515625,0.3553125,0.03499999999999992,0.017499999999999998
dataset/images/train\00541a1a33358591.jpg,0.0,0.84328125,0.352292,0.040000000000000036,0.03166600000000005
dataset/images/train\00541a1a33358591.jpg,0.0,0.9581640625,0.79932325,0.08125000000000004,0.07249999999999994
dataset/images/train\005706e3eb3d276f.jpg,0.0,0.3223828125,0.69869825,0.13624999999999998,0.04166600000000006
dataset/images/train\0058af43e819c7a7.jpg,0.0,0.0986328125,0.9039505625,0.199161,0.1897279999999999
dataset/images/train\0058bbcd8f6c9572.jpg,0.0,0.13332031249999998,0.63494825,0.088125,0.10250000000000004
dataset/images/train\005e1faed531ae7e.jpg,0.0,0.269111875,0.8799944172767205,0.06018499999999999,0.03472199999999991
dataset/images/train\006017783a8beb66.jpg,0.0,0.676758125,0.7552086666666668,0.06835900000000006,0.022135000000000016
dataset/images/train\006017783a8beb66.jpg,0.0,0.871093625,0.6809895,0.02050799999999997,0.015625
dataset/images/train\0061db4fbe34adad.jpg,0.0,0.3515625,0.5534375,0.11015599999999998,0.061249999999999895
dataset/images/train\0063cc2c5f7d82ed.jpg,0.0,0.28921874999999997,0.7645315833333334,0.11750000000000002,0.08166600000000009
dataset/images/train\0063e41b53567829.jpg,0.0,0.2333984375,0.3638888888888889,0.060624999999999984,0.027778000000000032
dataset/images/train\0063e41b53567829.jpg,0.0,0.3875390625,0.2768052222222222,0.01937500000000003,0.008888999999999973
dataset/images/train\0063e41b53567829.jpg,0.0,0.7343359375,0.5100697777777777,0.04625000000000001,0.08888900000000009
dataset/images/train\006a2f13b5b16c64.jpg,0.0,0.235546875,0.7534864623655914,0.06,0.046471000000000026
dataset/images/train\006f44b210255845.jpg,0.0,0.4380859375,0.8745761348973606,0.07624999999999998,0.04413200000000001
dataset/images/train\0071cc12dfe35d22.jpg,0.0,0.604296875,0.7926171875,0.309375,0.08499999999999996
dataset/images/train\0073c6274e24e7d2.jpg,0.0,0.0737890625,0.4206248888888889,0.05,0.06222199999999997
dataset/images/train\0073c6274e24e7d2.jpg,0.0,0.2074609375,0.7429166666666667,0.10812500000000003,0.146667
dataset/images/train\00749e86d631cba0.jpg,0.0,0.5846875,0.7619976749633967,0.04874999999999996,0.0403380000000001
dataset/images/train\00777823afff31f7.jpg,0.0,0.9577470625,0.8027773333333332,0.08125000000000004,0.041667000000000044
dataset/images/train\007909bbfb014a75.jpg,0.0,0.49609375,0.6675752352941177,0.08750000000000002,0.14124300000000006
dataset/images/train\007de6281e56f29e.jpg,0.0,0.879990875,0.7324939166666667,0.12152800000000008,0.12407399999999995
dataset/images/train\007de6281e56f29e.jpg,0.0,0.9781468125,0.5113426666666666,0.04166700000000001,0.02129599999999998
dataset/images/train\00831662d2ba731a.jpg,0.0,0.4948828125,0.5190625,0.3225,0.20333299999999999
dataset/images/train\0083caf6f97b3d97.jpg,0.0,0.4873921875,0.8129153574244415,0.20941699999999996,0.10499999999999997
dataset/images/train\0083e919337aebb0.jpg,0.0,0.3633984375,0.6046871666666668,0.09312500000000001,0.06833399999999996
dataset/images/train\0087025a394a1aaf.jpg,0.0,0.0348046875,0.6732608345534408,0.03875,0.06560399999999997
dataset/images/train\0088be963439e57d.jpg,0.0,0.7858984375,0.5723541351819758,0.06187500000000001,0.21087699999999995
dataset/images/train\008e36a5a0623445.jpg,0.0,0.0152734375,0.783984380952381,0.029375,0.01372999999999996
dataset/images/train\008e36a5a0623445.jpg,0.0,0.3369140625,0.9092652857142857,0.080625,0.02212000000000008
dataset/images/train\0090a11fa8b2b69d.jpg,0.0,0.83691375,0.5885411666666668,0.055663999999999936,0.1614589999999998
dataset/images/train\0090a11fa8b2b69d.jpg,0.0,0.9121090625,0.11197933333333333,0.04980499999999999,0.07421900000000002
dataset/images/train\0092a20b63799744.jpg,0.0,0.0234375,0.6357484317180617,0.046875,0.04417300000000002
dataset/images/train\0092a20b63799744.jpg,0.0,0.774765625,0.8366995756240823,0.11375000000000002,0.060149999999999926
dataset/images/train\009824ffd4586a33.jpg,0.0,0.0979296875,0.4829536449511401,0.03812499999999999,0.03437499999999998
dataset/images/train\009824ffd4586a33.jpg,0.0,0.4891015625,0.5560019739413681,0.06562499999999999,0.040625000000000036
dataset/images/train\009824ffd4586a33.jpg,0.0,0.943515625,0.45189332247557,0.020625000000000004,0.018750000000000076
dataset/images/train\009d23e04f2fccd8.jpg,0.0,0.71921875,0.9474475833333332,0.025000000000000022,0.018334000000000145
dataset/images/train\009d23e04f2fccd8.jpg,0.0,0.7954296875,0.9772392499999999,0.007500000000000062,0.010000000000000083
dataset/images/train\009fcce3b5493593.jpg,0.0,0.8417578125,0.5135419999999999,0.07374999999999998,0.09666600000000002
dataset/images/train\00a09b822d470896.jpg,0.0,0.0325,0.6509622878120411,0.064375,0.031015000000000008
dataset/images/train\00a09b822d470896.jpg,0.0,0.1862890625,0.45741328634361234,0.018125000000000002,0.009397999999999993
dataset/images/train\00a09b822d470896.jpg,0.0,0.6168359375,0.758105287812041,0.07687500000000003,0.031015000000000095
dataset/images/train\00a144adf6f339d7.jpg,0.0,0.2591796875,0.619375,0.1,0.09375
dataset/images/train\00a7d31c6cc6b7f3.jpg,0.0,0.6930859375,0.5856246666666668,0.17125,0.11499999999999992
dataset/images/train\00a8d9ab7c3b9c0e.jpg,0.0,0.4375390625,0.5147903022508039,0.018125000000000002,0.020575999999999997
dataset/images/train\00a8d9ab7c3b9c0e.jpg,0.0,0.8117578125,0.7337338874598072,0.04125000000000001,0.03600899999999994
dataset/images/train\00b1eb629cde980e.jpg,0.0,0.0933203125,0.6109656749633968,0.057499999999999996,0.03846199999999999
dataset/images/train\00bffc29492dbc26.jpg,0.0,0.18609375,0.7075520833333334,0.11875,0.06583299999999988
dataset/images/train\00c09e63c45b4752.jpg,0.0,0.4738230392156863,0.8035546875,0.24156899999999998,0.03874999999999995
dataset/images/train\00c3fb728099e272.jpg,0.0,0.4578649166666667,0.9293359375,0.24750000000000005,0.04625000000000001
dataset/images/train\00c82d64185293a7.jpg,0.0,0.463671875,0.7521525555555555,0.12125000000000002,0.07999999999999997
dataset/images/train\00c96e0e060aeb2f.jpg,0.0,0.700234375,0.8711433605947955,0.07437500000000008,0.03923900000000004
dataset/images/train\00ca4b949dd426f8.jpg,0.0,0.3540625,0.8648577063711911,0.109375,0.048759000000000094
dataset/images/train\00cac7ea145fc734.jpg,0.0,0.3062109375,0.6257815833333332,0.044999999999999984,0.018333000000000082
dataset/images/train\00cac7ea145fc734.jpg,0.0,0.5798828125,0.5956774166666666,0.04125000000000001,0.014165999999999975
dataset/images/train\00cac7ea145fc734.jpg,0.0,0.9846484375,0.6131774166666667,0.02937500000000004,0.014165999999999975
dataset/images/train\00cb8dccb5cb1f59.jpg,0.0,0.503515625,0.5675104999999999,0.551875,0.361969
dataset/images/train\00d03a35f54e8386.jpg,0.0,0.5966655,0.8254080269360269,0.10972599999999999,0.05539600000000002
dataset/images/train\00d087736d290d66.jpg,0.0,0.2822265625,0.7218316822157435,0.1275,0.10177400000000006
dataset/images/train\00d0c3e342d41462.jpg,0.0,0.1746875,0.75244825,0.07875000000000001,0.10416600000000005
dataset/images/train\00d1a3fa14b9c5e1.jpg,0.0,0.029296875,0.5051098235294117,0.059375,0.045198000000000016
dataset/images/train\00d1a3fa14b9c5e1.jpg,0.0,0.22921875,0.7279659999999999,0.0875,0.10075300000000019
dataset/images/train\00d202cef5442753.jpg,0.0,0.5032421874999999,0.6238452210834554,0.08500000000000002,0.07504699999999996
dataset/images/train\00d366b6a4bf4e15.jpg,0.0,0.8371882780269058,0.774983625,0.09710600000000003,0.052032999999999996
dataset/images/train\00d5963c8f8e5381.jpg,0.0,0.2578125,0.64324660761347,0.11062499999999997,0.08349000000000005
dataset/images/train\00d90448dcea9140.jpg,0.0,0.4587109375,0.596105695652174,0.10812500000000003,0.0478839999999999
dataset/images/train\00d9a751d73ee232.jpg,0.0,0.3545748125,0.6661224403892944,0.103873,0.07894700000000006
dataset/images/train\00d9db3d2c186504.jpg,0.0,0.29500000000000004,0.7632471525423729,0.09562499999999999,0.036525000000000085
dataset/images/train\00dea1edf14f09ab.jpg,0.0,0.5999037767944936,0.6563671875,0.10257999999999996,0.05437499999999995
dataset/images/train\00e10a097af9f0d8.jpg,0.0,0.845078125,0.525625,0.036250000000000004,0.031667000000000035
dataset/images/train\00e481ea1a520175.jpg,0.0,0.3943361875,0.82161425,0.08515600000000001,0.04062500000000006
dataset/images/train\00eb06ce368a9b9b.jpg,0.0,0.097772875,0.7972250000000001,0.152478,0.0828519999999999
dataset/images/train\00f04d8a2225b873.jpg,0.0,0.9049346875,0.6037203333333334,0.038814000000000015,0.07337799999999994
dataset/images/train\00f220d92e7681e7.jpg,0.0,0.479765625,0.6954770256410256,0.145625,0.05185799999999986
dataset/images/train\00f220d92e7681e7.jpg,0.0,0.5515234375,0.40837622132253715,0.030625000000000013,0.024199999999999954
dataset/images/train\00f7e34cb220ddbc.jpg,0.0,0.530390625,0.7590046020942408,0.020625000000000004,0.012563000000000102
dataset/images/train\00f8eb771370fabc.jpg,0.0,0.431953125,0.7970205631349782,0.5050000000000001,0.335501
dataset/images/train\00ff10580fd2c0a3.jpg,0.0,0.5474609375,0.7086051824817517,0.13937500000000003,0.0982230000000001
dataset/images/train\01074445420897a5.jpg,0.0,0.0529296875,0.5889719326500732,0.06937499999999999,0.04404899999999999
dataset/images/train\01074445420897a5.jpg,0.0,0.5841796875,0.8146625768667642,0.09999999999999998,0.05998100000000006
dataset/images/train\010abd2fab4f5949.jpg,0.0,0.2365234375,0.373958,0.029687999999999992,0.033333999999999975
dataset/images/train\010abd2fab4f5949.jpg,0.0,0.72734325,0.6114586666666666,0.10156299999999996,0.05416600000000008
dataset/images/train\010abd2fab4f5949.jpg,0.0,0.879296875,0.3174475833333334,0.028125000000000067,0.01874999999999997
dataset/images/train\010c02e024d29b05.jpg,0.0,0.613828125,0.5782815833333333,0.03562500000000002,0.019166000000000016
dataset/images/train\01121f7b33853547.jpg,0.0,0.899453125,0.5474996666666666,0.0675,0.08333400000000002
dataset/images/train\0112fff372a9199f.jpg,0.0,0.792109375,0.5595075696202532,0.10562499999999997,0.06484299999999998
dataset/images/train\011313e10dcd6d12.jpg,0.0,0.2398046875,0.4995309166666666,0.10125,0.12333400000000012
dataset/images/train\011313e10dcd6d12.jpg,0.0,0.841171875,0.3134375,0.09062499999999996,0.048333000000000036
dataset/images/train\0116dcb302273101.jpg,0.0,0.2376953125,0.5529702744014733,0.151875,0.08490600000000006
dataset/images/train\0116dcb302273101.jpg,0.0,0.87,0.24903182688766118,0.09375,0.04127299999999996
dataset/images/train\0120712ddbf37c81.jpg,0.0,0.5423828125,0.4964059166666666,0.635625,0.7174999999999999
dataset/images/train\01226892fe46adee.jpg,0.0,0.3076926875,0.7976970915576694,0.10150799999999999,0.043406000000000035
dataset/images/train\0123f836ce94678a.jpg,0.0,0.40859375,0.6822395833333333,0.18062500000000004,0.05083299999999998
dataset/images/train\012ee3701bb7582c.jpg,0.0,0.5128921875,0.7311061017964072,0.14696700000000007,0.051773000000000076
dataset/images/train\012ee3701bb7582c.jpg,0.0,0.9752825,0.2867230538922156,0.04752999999999996,0.027805000000000024
dataset/images/train\0137f744e31ab3ff.jpg,0.0,0.286875,0.6894795,0.03125,0.017499999999999922
dataset/images/train\0137f744e31ab3ff.jpg,0.0,0.52390625,0.7676559166666667,0.03937499999999994,0.03083399999999988
dataset/images/train\013d1f1e520e0671.jpg,0.0,0.37109375,0.52578125,0.15000000000000002,0.10208300000000008
dataset/images/train\0143bda2cbfdd1fb.jpg,0.0,0.31265625,0.5590621666666666,0.101875,0.036667000000000005
dataset/images/train\0145644b6378f2ea.jpg,0.0,0.5776953125,0.7546069326500732,0.05750000000000011,0.04596699999999993
dataset/images/train\014a2d21a3cc8852.jpg,0.0,0.6530859375,0.8409883953488372,0.07687500000000003,0.026976999999999935
dataset/images/train\014a5b40062b2f18.jpg,0.0,0.6839155634095634,0.6764453125,0.12849500000000005,0.057499999999999996
dataset/images/train\014a74acea6f18fe.jpg,0.0,0.5528391959798995,0.7197210000000002,0.136875,0.0647669999999998
dataset/images/train\014ba19f37c0a46c.jpg,0.0,0.1340234375,0.10112964421669106,0.030625,0.016884999999999997
dataset/images/train\014ba19f37c0a46c.jpg,0.0,0.6159765625,0.5461416383601757,0.12750000000000006,0.106004
dataset/images/train\014e437b3c9c751c.jpg,0.0,0.4498399124087591,0.5412109375,0.08403300000000002,0.013749999999999929
dataset/images/train\014e437b3c9c751c.jpg,0.0,0.7910283649635038,0.61125,0.193277,0.03187499999999999
dataset/images/train\015d88643812decf.jpg,0.0,0.9256640625,0.7086454999999999,0.018125000000000058,0.015834000000000053
dataset/images/train\0163c40a2a81f762.jpg,0.0,0.341875,0.5343753333333333,0.03250000000000003,0.01250000000000003
dataset/images/train\0163c40a2a81f762.jpg,0.0,0.6512109375,0.5953125,0.045624999999999916,0.015832999999999913
dataset/images/train\0164f00f5ff84349.jpg,0.0,0.784453125,0.6708596122448979,0.193125,0.15594400000000005
dataset/images/train\016782dc5cdbd0ce.jpg,0.0,0.8286643504531723,0.88109375,0.07647699999999989,0.025000000000000022
dataset/images/train\017b29ad9085a9a8.jpg,0.0,0.43609375,0.5494048900144718,0.023749999999999993,0.014827999999999925
dataset/images/train\017b29ad9085a9a8.jpg,0.0,0.5251953125,0.8085972720694645,0.12062500000000004,0.06950800000000003
dataset/images/train\0181c8fe6cc0b2c8.jpg,0.0,0.37171875,0.838487887459807,0.05625000000000002,0.03604600000000001
dataset/images/train\01885b6c353314eb.jpg,0.0,0.0093755,0.9403645833333334,0.017187,0.020832999999999952
dataset/images/train\01885b6c353314eb.jpg,0.0,0.2244140625,0.9356774166666666,0.017968999999999985,0.014583000000000013
dataset/images/train\01885b6c353314eb.jpg,0.0,0.5050783750000001,0.9416663333333334,0.013280999999999932,0.012499999999999881
dataset/images/train\01885b6c353314eb.jpg,0.0,0.70078075,0.9664065833333334,0.02500100000000005,0.018749999999999822
dataset/images/train\0189de61d70fabfe.jpg,0.0,0.6825,0.8296869207683073,0.03249999999999997,0.009984000000000048
dataset/images/train\01929e6e4467314d.jpg,0.0,0.2490231875,0.64322925,0.11621099999999998,0.04036400000000014
dataset/images/train\0195e8a172eddc29.jpg,0.0,0.3781640625,0.7448582210834553,0.23812499999999998,0.074109
dataset/images/train\01984a985e4bf80f.jpg,0.0,0.48609375,0.824320434330299,0.3375,0.09733800000000005
dataset/images/train\019a2a22e51ee1a9.jpg,0.0,0.4605078125,0.6252982631578948,0.51125,0.18651199999999998
dataset/images/train\019d57e7d8799f24.jpg,0.0,0.5022265625,0.7481774166666666,0.03500000000000003,0.014166000000000048
dataset/images/train\019d57e7d8799f24.jpg,0.0,0.8991015625,0.7386455,0.03375000000000006,0.01750000000000007
dataset/images/train\01a916bfaa3a7427.jpg,0.0,0.2825,0.29255175,0.0625,0.025834000000000024
dataset/images/train\01a916bfaa3a7427.jpg,0.0,0.7548046875,0.5190100833333333,0.13250000000000006,0.09833399999999999
dataset/images/train\01a916bfaa3a7427.jpg,0.0,0.9084765625,0.3069795,0.03500000000000003,0.015832999999999986
dataset/images/train\01ad33d0ee9a7315.jpg,0.0,0.2475390625,0.5619760659340659,0.17437500000000003,0.131926
dataset/images/train\01ad33d0ee9a7315.jpg,0.0,0.8979296875,0.1369765164835165,0.06937499999999996,0.034299999999999976
dataset/images/train\01b09b8072388fdb.jpg,0.0,0.5471484375,0.9523855153733528,0.030625000000000013,0.014071000000000028
dataset/images/train\01b09b8072388fdb.jpg,0.0,0.661328125,0.9759517730600293,0.03562499999999991,0.019700000000000023
dataset/images/train\01b2258172841ebc.jpg,0.0,0.6466015625,0.9429105294117648,0.03500000000000003,0.018831999999999946
dataset/images/train\01b5c6bc9d18b4e7.jpg,0.0,0.717890625,0.6553645833333334,0.145625,0.08333300000000003
dataset/images/train\01b805b9f96679a3.jpg,0.0,0.1981640625,0.6362869166666666,0.080625,0.060884000000000084
dataset/images/train\01b805b9f96679a3.jpg,0.0,0.90828125,0.4980589166666667,0.07062499999999994,0.02919100000000004
dataset/images/train\01b929953b0671ae.jpg,0.0,0.827265625,0.61244825,0.083125,0.10333299999999997
dataset/images/train\01bfea359c5d1131.jpg,0.0,0.4042578125,0.6187692884333821,0.04125000000000001,0.030955999999999984
dataset/images/train\01c7422e3d9b2744.jpg,0.0,0.8522395833333333,0.945859375,0.05166700000000013,0.01187500000000008
dataset/images/train\01c7422e3d9b2744.jpg,0.0,0.9810940833333334,0.888984375,0.03416599999999992,0.011874999999999969
dataset/images/train\01d0a3d07e032990.jpg,0.0,0.6397399375,0.585630939163498,0.20162000000000002,0.10858200000000008
dataset/images/train\01df220cc71e07af.jpg,0.0,0.4311328125,0.40187533333333336,0.135,0.13583299999999995
dataset/images/train\01e03ec69847f36c.jpg,0.0,0.1817578125,0.69744825,0.135625,0.10166599999999996
dataset/images/train\01e03ec69847f36c.jpg,0.0,0.909375,0.7815107500000001,0.03187499999999999,0.05499999999999986
dataset/images/train\01e1ec24455d60a0.jpg,0.0,0.3260546875,0.7706250307467057,0.03749999999999998,0.025328000000000045
dataset/images/train\01e846c846a1509e.jpg,0.0,0.6892573125,0.774609375,0.057813,0.043749999999999956
dataset/images/train\01ebd4f1b7f87a41.jpg,0.0,0.4531640625,0.5159064128843338,0.706875,0.602251
dataset/images/train\01f32030f855c316.jpg,0.0,0.156015625,0.8797984105571848,0.08375,0.0478869999999999
dataset/images/train\01f32030f855c316.jpg,0.0,0.4869921875,0.7476491026392962,0.021874999999999978,0.013146000000000014
